15774,"Folia Facultatis Medicae Universitätis Comeniane Bratislaviensis",,,0.0,"Folia Fac Med U Come"
15775,"Folia Forestalia Polonica A",,,0.0,
15776,"Folia Forestalia Polonica Seria a Lesnictwo","Biological Sciences","Forestry Science",0.0,
15777,"Folia Geobotanica","Biological Sciences",Miscellaneous,0.0,"Folia Geobot"
15778,"Folia Geobotanica And Phyto Taxonomica",,,0.0,
15779,"Folia Geobotanica & Phytotaxonomica","Biological Sciences",Botany,0.0,"Folia Geobot Phytotx"
15780,"Folia Haematologica",,,0.0,
15781,"Folia Haematologica; Internationales Magazin Für Blutforschung",,,0.0,
15782,"Folia Histochemica Et Cytobiologica",,,0.0,"Folia Histochem Cyto"
15783,"Folia Histochemica Et Cytochemica",,,0.0,"Fol Histoch Cytochem"
15784,"Folia Humanistica",,,0.0,"Folia Humanistica"
15785,"Folia Limnologica Scandinavica","Biological Sciences",Limnology,0.0,
15786,"Folia Linguistica",,,0.0,"Folia Linguist"
15787,"Folia Linguistica Historica",Linguistics,"Historical Linguistics",0.0,"Folia Linguist Hist"
15788,"Folia Medica",,,0.0,"Folia Med (Plovdiv)"
15789,"Folia Medica Cracoviensia",,,0.0,"Folia Med Cracov"
15790,"Folia Medica Folia Medica Naples Italy",,,0.0,
15791,"Folia Medica Neerlandica",,,0.0,
15792,"Folia Mendeliana",,,0.0,
15793,"Folia Microbiologica","Biological Sciences",Microbiology,0.0,"Folia Microbiol"
15794,"Folia Morphologica",,,0.0,"Folia Morphol (Warsz)"
15795,"Folia Musei Rerum Naturalium Bohemiae Occidentalis - Zoologica","Biological Sciences","Zoology and Animal Science",0.0,
15796,"Folia Neuropathologica",,,0.0,"Folia Neuropathol"
15797,"Folia Neuropsiquiatrica",,,0.0,"Folia Neuropsiquiatr"
15798,"Folia Ophthalmologica",Medicine,Ophthalmology,0.0,
15799,"Folia Ophthalmologica Japonica",,,0.0,"Folia Ophthalmol Jpn"
15800,"Folia Ophthalmologica Japonica / Nippon Ganka Kiyo",Medicine,Ophthalmology,0.0,
15801,"Folia Parasitologica (Prague)","Biological Sciences",Parasitology,0.0,"Folia Parasit"
15802,"Folia Pharmacologica Japonica",Medicine,Pharmacology,0.0,"Folia Pharmacol Jpn"
15803,"Folia Phoniatrica",,,0.0,"Folia Phoniatr"
15804,"Folia Phoniatrica et Logopaedica",Medicine,"Pathology and Forensics",0.0,"Folia Phoniatr Logo"
15805,"Folia Phoniatrica Et Logopedica",,,0.0,"Folia Phoniatr Logop"
15806,"Folia Primatologica","Biological Sciences","Molecular Biology",0.0,"Folia Primatol"
15807,"Folia Psychiatrica et Neurologica Japonica",Medicine,Neuroscience,0.0,"Folia Psychiat Neu J"
15808,"Folia Veterinaria","Biological Sciences","Veterinary Science",0.0,
15809,"Folia Veterinaria Latina","Biological Sciences","Veterinary Science",0.0,"Folia Vet Lat"
15810,"Folia Zoologica","Biological Sciences","Zoology and Animal Science",0.0,"Folia Zool"
15811,"Folia Zoologica Monographs","Biological Sciences","Zoology and Animal Science",0.0,
15812,"Folio: The Magazine for Magazine Management","Business Administration",Miscellaneous,0.0,
15813,Folk,"Social Sciences",Ethnology,0.0,
15814,"Folk Art","Arts and Literature",Miscellaneous,0.0,
15815,"Folk Art Messenger","Arts and Literature",Miscellaneous,0.0,
15816,"Folk Dance Scene","Arts and Literature","Visual and Performing Arts",0.0,
15817,"Folk Life","Arts and Literature",Folklore,0.0,"Folk Life"
15818,"Folk Music Journal","Arts and Literature",Music,0.0,"Folk Music J"
15819,"Folklife Center News","Arts and Literature",Folklore,0.0,
15820,Folklore,"Arts and Literature",Folklore,0.0,Folklore
15821,"Folklore Americano","Arts and Literature",Folklore,0.0,"Folklore Am"
15822,"Folklore Americas: A Semi-Annual Journal Devoted to the Study of Hispanic and Latin American Folklore","Arts and Literature",Folklore,0.0,
15823,"Folklore: An Electronic Journal",Humanities,Religion,0.0,
15824,"Folklore and Folk Music Archivist","Arts and Literature",Folklore,0.0,
15825,"Folklore and mythology studies","Arts and Literature",Folklore,0.0,
15826,"Folklore Annual","Arts and Literature",Folklore,0.0,
15827,"Folklore Brabancon","Arts and Literature",Folklore,0.0,
15828,"Folklore de France: Organe de la Confederation Nationale des Groupes Folkloriques Français","Arts and Literature",Folklore,0.0,
15829,"Folklore: English Monthly Devoted to the Cause of Indian Folklore Society","Arts and Literature",Folklore,0.0,
15830,"Folklore Forum","Arts and Literature",Folklore,0.0,
15831,"Folklore Forum Bibliographic and Special Series","Arts and Literature",Folklore,0.0,
15832,"Folklore Historian: Journal of the Folklore and History Section of the American Folklore Society","Arts and Literature",Folklore,0.0,
15833,"Folklore Institute Monograph Series","Arts and Literature",Folklore,0.0,
15834,"Folklore Studies","Arts and Literature",Folklore,0.0,
15835,"Folklore Suisse Folclore Svizzero / Bulletin de la Societe Suisse des Traditions Populaires / Bolletino della Societa Svizzera per le Tradizioni Populari","Arts and Literature",Folklore,0.0,
15836,Fonderie,,,0.0,Fonderie
15837,"Fonderie Fondeur D'Aujourd'Hui",,,0.0,
15838,"Fonderie France",,,0.0,Fond-Fr
15839,"Fonetica si Dialectologie",Linguistics,"English Language",0.0,
15840,"Fontes Artis Musicae","Arts and Literature",Music,0.0,"Fontes Artis Musicae"
15841,"Food Additives & Contaminants","Biological Sciences",Biochemistry,0.0,"Food Addit Contam"
15842,"Food, Agriculture, and the Environment Discussion Paper","Biological Sciences","Agricultural Science",0.0,
15843,"Food and Agricultural Immunology","Biological Sciences","Agricultural Science",0.0,"Food Agr Immunol"
15844,"Food and Beverage Marketing","Business Administration",Marketing,0.0,
15845,"Food and Bioproducts Processing",Engineering,"Chemical Engineering",0.0,"Food Bioprod Process"
15846,"Food And Bioproducts Processing Transactions Of The Institution Of Of Chemical Engineers Part C",,,0.0,
15847,"Food and Chemical Toxicology","Biological Sciences",Biotechnology,0.0,"Food Chem Toxicol"
15848,"Food and Cosmetics Toxicology",Medicine,Toxicology,0.0,"Food Cosmet Toxicol"
15849,"Food And Drug Law Journal",,,0.0,"Food Drug Law J"
15850,"Food and Foodways",Psychology,"Cross Cultural Psychology",0.0,
15851,"Food and Nutrition (Washington, D.C.)",Medicine,"Nutrition and Metabolism",0.0,
15852,"Food & Nutrition Bulletin","Biological Sciences","Agricultural Science",0.0,"Food Nutr Bull"
15853,"Food and nutrition in history and anthropology",Medicine,"Nutrition and Metabolism",0.0,
15854,"Food & Nutrition News",Medicine,"Nutrition and Metabolism",0.0,
15855,"Food And Nutrition Notes And Reviews",,,0.0,"Food Nutr Notes Rev"
15856,"Food Australia",,,0.0,"Food Aust"
15857,"Food Biophysics","Biological Sciences",Biophysics,0.0,
15858,"Food biotechnology","Biological Sciences",Biotechnology,0.0,"Food Biotechnol"
15859,"Food Chemical News","Biological Sciences","Agricultural Science",0.0,
15860,"Food Chemistry",Chemistry,"Applied Chemistry",0.0,"Food Chem"
15861,"Food Chemistry Microbiology Technology","Biological Sciences",Microbiology,0.0,
15862,"Food Control","Biological Sciences","Food Science and Technology",0.0,"Food Control"
15863,"Food Cosmetics and Drug Packaging",Engineering,Miscellaneous,0.0,
15864,"Food, Culture and Society",Philosophy,"Philosophy of Religion",0.0,
15865,"Food Drug Cosmetic Law Journal",,,0.0,"Food Dr Cosmet Law J"
15866,"Food Engineering",Engineering,Miscellaneous,0.0,"Food Eng"
15867,"Food Engineering & Ingredients",Engineering,Miscellaneous,0.0,
15868,"Food Engineering International",Engineering,Miscellaneous,0.0,
15869,"Food Ethics Review","Biological Sciences","Food Science and Technology",0.0,
15870,"Food Hydrocolloids","Biological Sciences","Food Science and Technology",0.0,"Food Hydrocolloid"
15871,"Food in Canada",Engineering,Miscellaneous,0.0,"Food Can"
15872,"Food Ingredients and Analysis International - Ingredients Health and Nutrition",Medicine,"Nutrition and Metabolism",0.0,
15873,"Food Logistics","Business Administration",Miscellaneous,0.0,
15874,"Food Management",Medicine,Nursing,0.0,
15875,"Food Manufacture","Business Administration",Miscellaneous,0.0,"Food Manuf"
15876,"Food Marketing","Business Administration",Marketing,0.0,
15877,"Food Microbiology","Biological Sciences",Microbiology,0.0,"Food Microbiol"
15878,"Food Microstructure",,,0.0,"Food Microstruct"
15879,"Food / Nahrung","Biological Sciences","Food Science and Technology",0.0,
15880,"Food, Nutrition and Agriculture","Biological Sciences","Agricultural Science",0.0,
15881,"Food Policy",Medicine,"Nutrition and Metabolism",0.0,"Food Policy"
15882,"Food Product Development",,,0.0,"Food Prod Dev"
15883,"Food Production Management","Business Administration","Production, Operation and Manufacturing Management",0.0,
15884,"Food Quality and Preference","Biological Sciences","Food Science and Technology",0.0,"Food Qual Prefer"
15885,"Food Research Institute Studies",,,0.0,"Food Res I Stud"
15886,"Food Research Institute Studies in Agricultural Economics, Trade, and Development",Economics,"Agricultural Economics",0.0,
15887,"Food Research International","Biological Sciences","Food Science and Technology",0.0,"Food Res Int"
15888,"Food Reviews International",Medicine,"Nutrition and Metabolism",0.0,"Food Rev Int"
15889,"Food Science and Agricultural Chemistry","Biological Sciences","Agricultural Science",0.0,
15890,"Food Science And Biotechnology",,,0.0,"Food Sci Biotechnol"
15891,"Food Science and Technology (London)","Biological Sciences","Food Science and Technology",0.0,
15892,"Food Science & Technology Bulletin: Functional Foods","Biological Sciences",Biotechnology,0.0,
15893,"Food Science and Technology International","Biological Sciences","Food Science and Technology",0.0,"Food Sci Technol Int"
15894,"Food Science And Technology Lebensmittel Wissenschaft And Technologie",,,0.0,"Food Sci Technol-Leb"
15895,"Food Science and Technology Research","Biological Sciences",Biotechnology,0.0,"Food Sci Technol Res"
15896,"Food Sciences and Nutrition",Medicine,"Nutrition and Metabolism",0.0,
15897,"Food Service Marketing","Business Administration",Marketing,0.0,
15898,"Food Service Technology",Medicine,"Public Health and Community Medicine",0.0,
15899,"Food Structure","Biological Sciences",Microscopy,0.0,"Food Struct"
15900,"Food Surveillance Paper (Ministry of Agriculture, Fisheries and Food)","Biological Sciences","Agricultural Science",0.0,
15901,"Food Technol Aust",,,0.0,
15902,"Food Technology",,,0.0,"Food Technol-Chicago"
15903,"Food Technology and Biotechnology","Biological Sciences",Biotechnology,0.0,"Food Technol Biotech"
15904,"Food Technology In Australia",,,0.0,"Food Technol Aust"
15905,"Food Trade Review",,,0.0,"Food Trade Rev"
15906,"Foodborne Pathogens And Disease",,,0.0,"Foodborne Pathog Dis"
15907,FoodReview,Economics,"Agricultural Economics",0.0,
15908,"FoodService (Europe & Middle East)","Business Administration",Marketing,0.0,
15909,"FoodService Director","Business Administration",Miscellaneous,0.0,
15910,"Foodservice Equipment & Supplies (FE & S)","Business Administration",Miscellaneous,0.0,
15911,"Foodservice Research International",Engineering,Miscellaneous,0.0,
15912,"Foot, The",Medicine,Dermatology,0.0,
15913,"Foot And Ankle",,,0.0,"Foot Ankle"
15914,"Foot And Ankle Clinics",,,0.0,
15915,"Foot & Ankle International",Medicine,Orthopedics,0.0,"Foot Ankle Int"
15916,"Foot and Ankle Surgery",Medicine,Surgery,0.0,
15917,"Football Digest","Sports and Recreation","Professional Sports",0.0,
15918,"Footwear News Sole to Sole Supplement","Social Sciences",Miscellaneous,0.0,
15919,"For the Defense",Education,Miscellaneous,0.0,
15920,"For the Learning of Mathematics",Mathematics,Miscellaneous,0.0,
15921,Forbes,"Business Administration",Entrepreneurship,0.0,Forbes
15922,"Forbes ASAP",Engineering,Miscellaneous,0.0,
15923,"Forbes FYI","Business Administration",Miscellaneous,0.0,
15924,"Forbes Global","Business Administration",Miscellaneous,0.0,
15925,"Fordham Environmental Law Journal",Law,"Environmental Law",0.0,
15926,"Fordham Environmental Law Report",Law,"Environmental Law",0.0,
15927,"Fordham Intellectual Property, Media and Entertainment Law Journal","Business Administration","Intellectual Property",0.0,
15928,"Fordham International Law Journal","Business Administration","Intellectual Property",0.0,
15929,"Fordham Journal of Corporate and Financial Law","Business Administration",Accounting,0.0,
15930,"Fordham Law Review",Law,Miscellaneous,0.0,"Fordham Law Rev"
15931,"Fordham Urban Law Journal",Law,"Private, Civil, Criminal Law and Litigation",0.0,
15932,Forecast,"Social Sciences",Miscellaneous,0.0,
15933,"Forecast for Home Economics",Economics,Miscellaneous,0.0,
15934,"Foreign Affairs","Business Administration",Miscellaneous,0.0,"Foreign Aff"
15935,"Foreign Agricultural Economic Report (FAER)",Economics,"Agricultural Economics",0.0,
15936,"Foreign Agricultural Trade of the United States (FATUS)",Economics,"Agricultural Economics",0.0,
15937,"Foreign Agriculture","Biological Sciences","Agricultural Science",0.0,"Foreign Agr"
15938,"Foreign Agriculture Circular (FOP)","Biological Sciences","Agricultural Science",0.0,
15939,"Foreign Agriculture Circular - Sugar (FS)","Biological Sciences","Agricultural Science",0.0,
15940,"Foreign Animal Disease Report (US Department of Agriculture, Animal and Plant Health Inspection Service, Veterinary Services, Emergency Programs)","Biological Sciences","Agricultural Science",0.0,
15941,"Foreign Business Monthly",Economics,"Economic Development, Technological Change and Growth",0.0,
15942,"Foreign Language Annals",Education,"Language Education",0.0,"Foreign Lang Ann"
15943,"Foreign Literature Studies",,,0.0,"Foreign Lit Stud"
15944,"Foreign Medical Pediatric Section",Medicine,Pediatrics,0.0,
15945,"Foreign Medical Sciences",Medicine,Miscellaneous,0.0,
15946,"Foreign Medical Sciences - Medical Education",Education,"Medical Education",0.0,
15947,"Foreign Medical Sciences of Otolaryngology",Medicine,Otolaryngology,0.0,
15948,"Foreign Medical Sciences - Section of Psychiatry",Psychology,Psychiatry,0.0,
15949,"Foreign Medicine Section of Biological Products For Prophylaxis - Diagnosis and Therapy",Medicine,Miscellaneous,0.0,
15950,"Foreign Medicine-Urinary System",Medicine,Miscellaneous,0.0,
15951,"Foreign Policy","Business Administration",Miscellaneous,0.0,"Foreign Policy"
15952,"Foreign Policy Analysis","Social Sciences",Miscellaneous,0.0,
15953,"Foreign Policy Bulletin","Social Sciences",Miscellaneous,0.0,
15954,"Foreign Social Science Studies Digest","Social Sciences",Miscellaneous,0.0,
15955,"Forensic Accounting Review and Computer Security Digest","Social Sciences",Miscellaneous,0.0,
15956,"Forensic Engineering",Engineering,Miscellaneous,0.0,
15957,"Forensic Engineering Proceedings Of The Congress",,,0.0,
15958,"Forensic Linguistics The International Journal Of Speech Language And The Law",,,0.0,"Forensic Linguist"
15959,"Forensic Quarterly",,,0.0,"Forensic Quart"
15960,"Forensic Science",Medicine,Miscellaneous,0.0,"Forensic Sci"
15961,"Forensic Science International",Chemistry,"Applied Chemistry",0.0,"Forensic Sci Int"
15962,"Forensic Science Medicine And Pathology",,,0.0,
15963,"Forensic Science Review",Medicine,Miscellaneous,0.0,
15964,"Forensic Toxicology",,,0.0,
15965,Foresight,"Business Administration","Technological Change",0.0,
15966,"Forest Chemicals Review",,,0.0,
15967,"Forest Ecology and Management","Biological Sciences","Agricultural Science",0.0,"Forest Ecol Manag"
15968,"Forest Genetics","Biological Sciences",Genetics,0.0,
15969,"Forest Inventory and Planning","Biological Sciences","Agricultural Science",0.0,
15970,"Forest Landowner",,,0.0,
15971,"Forest Pathology","Environmental Sciences",Pollution,0.0,"Forest Pathol"
15972,"Forest Policy and Economics",Economics,"Public Economics",0.0,"Forest Policy Econ"
15973,"Forest Products Journal","Business Administration",Miscellaneous,0.0,"Forest Prod J"
15974,"Forest Research","Biological Sciences","Agricultural Science",0.0,
15975,"Forest Research Beijing",,,0.0,
15976,"Forest Science","Biological Sciences",Biometry,0.0,"Forest Sci"
15977,"Forest Science and Technology","Biological Sciences","Agricultural Science",0.0,
15978,"Forest Snow And Landscape Research",,,0.0,
15979,Forestry,"Biological Sciences","Forestry Science",0.0,Forestry
15980,"Forestry and British Timber","Biological Sciences","Forestry Science",0.0,
15981,"Forestry and Society","Biological Sciences","Forestry Science",0.0,
15982,"Forestry and Society Newsletter","Biological Sciences","Forestry Science",0.0,
15983,"Forestry Chronicle, The","Biological Sciences","Forestry Science",0.0,"Forest Chron"
15984,"Forestry Commission Bulletin","Biological Sciences","Forestry Science",0.0,
15985,"Forestry Commission Technical Paper","Biological Sciences","Forestry Science",0.0,
15986,"Forestry extension report - Cooperative Extension Service, Division of Agriculture, Oklahoma State University","Biological Sciences","Agricultural Science",0.0,
15987,"Forestry Report (Edmonton)","Biological Sciences","Forestry Science",0.0,
15988,"Forestry report R8-FR - U.S. Department of Agriculture, Forest Service, Southern Region","Biological Sciences","Agricultural Science",0.0,
15989,"Forestry research report - Agricultural Experiment Station, University of Illinois","Biological Sciences","Agricultural Science",0.0,
15990,"Forestry Research West (US Department of Agriculture, Forest Service)","Biological Sciences","Agricultural Science",0.0,
15991,"Forestry sciences","Biological Sciences","Forestry Science",0.0,
15992,"Forestry Studies",,,0.0,
15993,"Forestry Studies in China","Biological Sciences","Forestry Science",0.0,
15994,"Forests Trees And Livelihoods",,,0.0,
15995,Forging,"Business Administration",Miscellaneous,0.0,
15996,"Forkroads: A Journal of Ethnic American Literature","Arts and Literature",Literature,0.0,
15997,"Formal Aspects of Computing",Mathematics,Miscellaneous,0.0,"Form Asp Comput"
15998,"Formal Methods in System Design",Mathematics,Miscellaneous,0.0,"Form Method Syst Des"
15999,"Forming and Fabricating",Engineering,Miscellaneous,0.0,
16000,"Formos J Med Humanit",,,0.0,
16001,"Formosan Entomologist","Biological Sciences",Entomology,0.0,
16002,"Formosan Journal of Medical Humanities",Humanities,Miscellaneous,0.0,
16003,"Formosan Journal Of Surgery",,,0.0,
16004,Formulary,Medicine,Pharmacy,0.0,Formulary
16005,"Formulary Cleveland Ohio",,,0.0,
16006,"Foro Internacional",,,0.0,"Foro Int"
16007,"Forsch Ingenieurwes",,,0.0,
16008,"Forschende Komplementarmedizin",,,0.0,"Forsch Komplementmed"
16009,"Forschende Komplementarmedizin 2006",,,0.0,
16010,"Forschende Komplementärmedizin / Research in Complementary Medicine",Medicine,Miscellaneous,0.0,
16011,"Forschende Komplementarmedizin Und Klassische Naturheilkunde",,,0.0,"Forsch Komp Klas Nat"
16012,Forschung,Linguistics,"German Language",0.0,
16013,"Forschung im Ingenieurwesen",Engineering,Miscellaneous,0.0,
16014,"Forschung Im Ingenieurwesen Engineering Research",,,0.0,"Forsch Ingenieurwes"
16015,"Forschungen zur Volks und Landeskunde","Arts and Literature",Literature,0.0,
16016,"Forschungsberichte - Universitat Koln, Institut für Geophysik und Meteorologie","Earth Sciences",Geophysics,0.0,
16017,"Forschungsverhaben im Bereich der Landbau-, Ernahrungs-, und Holzwirtschaftswissenschaften sowie der Veterinarmedizin - Teil 1: Landbauwissenschaften","Biological Sciences","Veterinary Science",0.0,
16018,"Forst- und Holzwirt, Der","Biological Sciences","Forestry Science",0.0,
16019,"Forst und Holz","Biological Sciences","Forestry Science",0.0,
16020,Forstarchiv,"Environmental Sciences","Environmental Conservation",0.0,
16021,"Forstliche Forschungsberichte Munchen","Biological Sciences","Forestry Science",0.0,
16022,"Forstwissenschaftliches Centralblatt",,,0.0,"Forstwiss Centralbl"
16023,"Forstwissenschaftliches Centralblatt / German Journal of Forest Science","Biological Sciences","Agricultural Science",0.0,
16024,"Fort Pierce ARC research report FTP - University of Florida, Agricultural Research Center","Biological Sciences","Agricultural Science",0.0,
16025,"Forthcoming International Scientific and Technical Conferences",Law,"International Law",0.0,
16026,"Fortschritt-Berichte VDI, Reihe 9: Elektronik/Mikro- und Nanotechnik",Engineering,Nanotechnology,0.0,
16027,"Fortschritt Und Fortbildung In Der Medizin",,,0.0,
16028,"Fortschritte Auf Dem Gebiete Der Rontgenstrahlen Und Der Neuen Bildgebenden Verfahren",,,0.0,"Rofo Fortschr Rontg"
16029,"Fortschritte Auf Dem Gebiete Der Rontgenstrahlen Und Der Neuen Bildgebenden Verfahren Erganzungsband",,,0.0,
16030,"Fortschritte Auf Dem Gebiete Der Rontgenstrahlen Und Der Nuklearmedizin",,,0.0,"Fortschr Rontg Neuen"
16031,"Fortschritte Auf Dem Gebiete Der Rontgenstrahlen Und Der Nuklearmedizin Erganzungsband",,,0.0,
16032,"Fortschritte der Allergielehre",Medicine,Allergy,0.0,
16033,"Fortschritte der Botanik","Biological Sciences",Botany,0.0,
16034,"Fortschritte Der Chemie Organischer Naturstoffe",,,0.0,"Fort Chem Org Nat"
16035,"Fortschritte der Chemischen Forschung",Chemistry,Miscellaneous,0.0,"Fortschr Chem Forsch"
16036,"Fortschritte der Immunitatsforschung","Biological Sciences",Immunology,0.0,
16037,"Fortschritte Der Kiefer Und Gesichts Chirurgie",,,0.0,
16038,"Fortschritte Der Kieferorthopadie",,,0.0,
16039,"Fortschritte Der Medizin",,,0.0,"Fortschr Med"
16040,"Fortschritte Der Medizin Originalien",,,0.0,
16041,"Fortschritte Der Medizin Supplement Die Kongressinformation Für Die Praxis",,,0.0,
16042,"Fortschritte Der Medizin. Supplement",,,0.0,"Fortschr Med Suppl"
16043,"Fortschritte Der Mineralogie",,,0.0,"Fortschr Mineral"
16044,"Fortschritte der Neurologie - Psychiatrie",,,0.0,"Fortschr Neurol Psyc"
16045,"Fortschritte der Neurologie, Psychiatrie und Ihrer Grenzgebiete",Medicine,Neuroscience,0.0,
16046,"Fortschritte Der Neurologie Und Psychiatrie Und Ihrer Grenzgebiete",,,0.0,"Fortschr Neurol P I"
16047,"Fortschritte der Ophthalmologie: Zeitschrift der Deutschen Ophthalmologischen Gesellschaft",Medicine,Ophthalmology,0.0,
16048,"Fortschritte Der Physik",,,0.0,"Fortschr Physik"
16049,"Fortschritte Der Physik Progress Of Physics",,,0.0,"Fortschr Phys"
16050,"Fortschritte der Veterinaermedizin","Biological Sciences","Veterinary Science",0.0,
16051,"Fortschritte Der Veterinarmedizin Advances In Veterinary Medicine",,,0.0,"Fortschr Vet"
16052,"Fortschritte Der Zoologie",,,0.0,"Forts Zool"
16053,Fortune,"Business Administration",Miscellaneous,0.0,Fortune
16054,"Forum (National Institute for Dispute Resolution)","Social Sciences",Miscellaneous,0.0,Forum-Us
16055,"Forum American Bar Association",,,0.0,Forum
16056,"Forum Chicago Ill",,,0.0,
16057,"Forum der Psychoanalyse",Psychology,Psychoanalysis,0.0,"Forum Psychoanal"
16058,"Forum For Applied Research And Public Policy",,,0.0,
16059,"Forum For Development Studies",,,0.0,
16060,"Forum for Modern Language Studies","Arts and Literature",Literature,0.0,"Forum Mod Lang Stud"
16061,"Forum For Nordic Dermato Venerology",,,0.0,
16062,"Forum: For Promoting 3-19 Comprehensive Education",Education,Miscellaneous,0.0,
16063,"Forum for Social Economics",Economics,Miscellaneous,0.0,
16064,"Forum for the Discussion of New Trends in Education",Education,Miscellaneous,0.0,
16065,"Forum Homosexualitat und Literatur",Humanities,Homosexuality,0.0,
16066,"Forum Houston",,,0.0,Forum-Houston
16067,"Forum Italicum","Arts and Literature",Literature,0.0,"Forum Italicum"
16068,"Forum Logopadie",,,0.0,
16069,"Forum Mathematicum",Physics,"Mathematical Physics",0.0,"Forum Math"
16070,"Forum Modernes Theater","Arts and Literature","Visual and Performing Arts",0.0,"Forum Mod Theater"
16071,"Forum of Education",Education,Miscellaneous,0.0,
16072,"Forum of nutrition",Medicine,"Nutrition and Metabolism",0.0,
16073,"Forum on Medicine",Medicine,Miscellaneous,0.0,
16074,"Forum Psychotherapeutische Praxis",Psychology,Psychotherapy,0.0,
16075,"Forum Qualitative Sozialforschung",,,0.0,
16076,"Forum, Stadte, Hygiene","Environmental Sciences","Environmental Engineering",0.0,
16077,"Forum Trends In Experimental And Clinical Medicine",,,0.0,
16078,"Forum Umwelt Hyg",,,0.0,
16079,"Fossil Record - Mitteilungen aus dem Museum für Naturkunde in Berlin","Earth Sciences",Mineralogy,0.0,
16080,Fossils,,,0.0,
16081,"Fossils And Strata",,,0.0,
16082,"Foucault Studies",Law,"Health Law",0.0,
16083,"Foundation News","Business Administration",Miscellaneous,0.0,
16084,"Foundation News And Commentary",,,0.0,
16085,"Foundation Years",,,0.0,
16086,Foundations,Humanities,Theology,0.0,
16087,"Foundations and Trends in Microeconomics",Economics,Microeconomics,0.0,
16088,"Foundations and Trends® in Finance","Business Administration","Finance and Financial Services",0.0,
16089,"Foundations and Trends™ in Communications and Information Theory",Mathematics,"Information Theory",0.0,
16090,"Foundations of African Theology",Humanities,Theology,0.0,
16091,"Foundations of Chemistry","Biological Sciences",Biochemistry,0.0,
16092,"Foundations of Computational Mathematics",Mathematics,"Foundations, Sets and Categories",0.0,"Found Comput Math"
16093,"Foundations Of Language",,,0.0,"Found Lang"
16094,"Foundations of Physics","Astronomy/Astrophysics/Space Science",Cosmology,0.0,"Found Phys"
16095,"Foundations of Physics Letters",Mathematics,"Foundations, Sets and Categories",0.0,"Found Phys Lett"
16096,"Foundations of Science","Materials Science",Miscellaneous,0.0,
16097,Foundry,,,0.0,
16098,"Foundry International",,,0.0,
16099,"Foundry Management and Technology","Business Administration","Production, Operation and Manufacturing Management",0.0,
16100,"Foundry Trade Journal",,,0.0,
16101,"Foundry Trade Journal International",,,0.0,
16102,"Four Decades Of Poetry 1890 1930",,,0.0,"Four Decades Poetry"
16103,"Four Quarters",,,0.0,"Four Quarters"
16104,FourFourTwo,"Sports and Recreation","Professional Sports",0.0,
16105,"Fourth IEEE International Symposium and Forum on Software Engineering Standards","Computer and Information Science","Software Engineering",0.0,
16106,"Fourth International Symposium on Image and Signal Processing and Analysis, 2005 - Proceedings","Electrical and Electronic Engineering","Acoustics, Speech and Signal Processing",0.0,
16107,"Fox Chase Cancer Center Scientific Report",Medicine,Cancer,0.0,
16108,Foxfire,"Arts and Literature",Literature,0.0,
16109,Fractals,,,0.0,
16110,"Fractals An Interdisciplinary Journal On The Complex Geometry Of Nature",,,0.0,Fractals
16111,"Fractals - Complex Geometry, Patterns, and Scaling in Nature and Society",Chemistry,"Applied Chemistry",0.0,
16112,Fragblast,Engineering,"Mechanical Engineering",0.0,
16113,"Fragmenta Entomologica","Biological Sciences",Entomology,0.0,
16114,"Fragmenta Faunistica (Warsaw)","Biological Sciences","Zoology and Animal Science",0.0,
16115,"Fragmenta Floristica Et Geobotanica",,,0.0,
16116,"Fragmenta Floristica Et Geobotanica Polonica",,,0.0,
16117,Framework,"Arts and Literature","Visual and Performing Arts",0.0,
16118,"Français dans le Monde, Le",Linguistics,"French Language",0.0,
16119,"Français Moderne",Linguistics,"French Language",0.0,"Francais Modern"
16120,"France Country Profile","Business Administration",Miscellaneous,0.0,
16121,"France Country Report (EIU)","Business Administration",Miscellaneous,0.0,
16122,"Franchise Times","Business Administration",Miscellaneous,0.0,
16123,"Franchising World","Business Administration",Miscellaneous,0.0,
16124,Francofonia,"Arts and Literature",Literature,0.0,
16125,"Francophonies d'Amerique",Humanities,Miscellaneous,0.0,
16126,"Frankfurter Geographische Hefte",,,0.0,
16127,"Frankfurter Geowissenschaftliche Arbeiten - Serie B: Meteorologie und Geophysik","Earth Sciences",Geophysics,0.0,
16128,"Frankfurter Geowissenschaftliche Arbeiten Serie D Physische Geographie",,,0.0,
16129,"Frankfurter Wirtschafts Und Sozialigeographische Schriften",,,0.0,
16130,"Frankfurter Zeitschrift Für Pathologie",,,0.0,
16131,"FRBSF Weekly Letter","Business Administration",Miscellaneous,0.0,
16132,"Free Associations",Psychology,Psychoanalysis,0.0,
16133,"Free China Review",,,0.0,
16134,"Free Inquiry Buffalo Ny",,,0.0,
16135,"Free Inquiry in Creative Sociology","Social Sciences",Sociology,0.0,
16136,"Free Press","Social Sciences",Communication,0.0,
16137,"Free Radical Biology and Medicine","Biological Sciences",Biochemistry,0.0,"Free Radical Bio Med"
16138,"Free Radical Research",Medicine,Epidemiology,0.0,"Free Radical Res"
16139,"Free Radical Research Communications",,,0.0,"Free Radical Res Com"
16140,"Free Will And Moral Responsiblity",,,0.0,"Midwest Stud Philos"
16141,"Freedom Review","Social Sciences",Miscellaneous,0.0,
